platform,brand,username,category,region,owner,snapshot_date,followers,suspect
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2023-12-01,130000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-01-01,130000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-02-01,130000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-03-01,129000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-04-01,137988,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-05-01,138119,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-06-01,138282,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-07-01,138355,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-08-01,138535,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-09-01,138033,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2024-10-01,138234,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-01-01,136776,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-02-01,136569,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-03-01,138000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-04-01,138554,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-05-01,139087,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-06-01,140030,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-08-01,139687,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-09-01,136570,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-10-01,138000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-11-25,138000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2025-12-25,138000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2026-01-01,139000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2026-02-01,140000,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2026-03-01,139872,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2026-04-01,140020,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2026-05-01,141479,False
Instagram,Pantene,pantene.arabia,Hair Care,Arabia,competitor,2026-06-01,142600,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2022-12-01,58930,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-01-01,60710,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-02-01,28000,True
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-03-01,63880,True
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-04-01,64220,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-05-01,64480,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-06-01,64820,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-07-01,65900,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-08-01,68140,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-09-01,69540,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-10-01,69710,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-11-01,77180,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2023-12-01,77180,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2024-01-01,77850,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2024-02-01,83440,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2024-03-01,84890,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2025-09-01,11200,True
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2025-10-01,11300,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2025-11-25,11200,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2025-12-25,11200,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2026-01-01,11200,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2026-02-01,11200,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2026-03-01,11221,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2026-04-01,11417,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2026-05-01,11833,False
Instagram,Parachute,parachuteadvansedarabia,Hair Care,Arabia,competitor,2026-06-01,12042,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2024-04-01,1,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2024-05-01,0,True
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2024-08-01,4,True
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2024-09-01,11,True
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2024-10-01,13,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-01-01,984,True
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-03-01,936,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-04-01,931,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-05-01,925,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-06-01,917,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-08-01,900,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-09-01,943,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-10-01,974,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-11-25,988,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2025-12-25,1055,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2026-01-01,1069,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2026-02-01,1064,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2026-03-01,1072,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2026-04-01,1055,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2026-05-01,1038,False
Instagram,Parachute Amla Arabia,parachuteamlaarabia,Hair Care,Arabia,competitor,2026-06-01,1033,False
Instagram,Pepsodent West Africa,pepsodent_West Africa,Oral Care,West Africa,competitor,2025-09-01,15100,False
Instagram,Pepsodent West Africa,pepsodent_West Africa,Oral Care,West Africa,competitor,2025-10-01,11080,False
Instagram,Pepsodent West Africa,pepsodent_West Africa,Oral Care,West Africa,competitor,2025-11-25,11064,False
Instagram,Pepsodent West Africa,pepsodent_West Africa,Oral Care,West Africa,competitor,2025-12-25,11040,False
Instagram,Pepsodent West Africa,pepsodent_West Africa,Oral Care,West Africa,competitor,2026-01-01,11019,False
Instagram,Pepsodent West Africa,pepsodent_West Africa,Oral Care,West Africa,competitor,2026-02-01,11010,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2025-09-01,16200,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2025-10-01,16300,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2025-11-25,16257,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2025-12-25,16235,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2026-01-01,16262,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2026-02-01,16264,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2026-03-01,16431,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2026-04-01,16730,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2026-05-01,16988,False
Instagram,Pepsodent Nigeria,pepsodentng,Oral Care,West Africa,competitor,2026-06-01,17176,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2022-12-01,11000,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-01-01,11000,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-02-01,11300,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-03-01,11500,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-04-01,11806,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-05-01,12097,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-06-01,12400,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-07-01,12400,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-08-01,12500,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-09-01,12700,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-10-01,12800,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-11-01,13000,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2023-12-01,12800,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2024-01-01,12800,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2024-02-01,12800,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2024-03-01,13000,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2025-09-01,14200,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2025-10-01,14100,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2025-11-25,14100,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2025-12-25,14100,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2026-01-01,14100,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2026-02-01,14000,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2026-03-01,14048,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2026-04-01,14006,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2026-05-01,13874,False
Instagram,Ponds,pondsarabia,Skin Care,Arabia,competitor,2026-06-01,13851,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2024-04-01,1,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2024-05-01,1,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2024-06-01,1,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2024-07-01,10,True
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2024-08-01,40,True
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2024-09-01,3775,True
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2024-10-01,3990,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-01-01,5066,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-02-01,5224,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-03-01,5602,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-04-01,5585,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-05-01,5682,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-06-01,5468,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-08-01,5424,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-09-01,5469,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-10-01,5611,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-11-25,5709,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2025-12-25,5666,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2026-01-01,5631,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2026-02-01,5611,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2026-03-01,5582,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2026-04-01,5542,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2026-05-01,5531,False
Instagram,Princess Amira Amla Kids,princessamira_official,Hair Care,Arabia,dabur,2026-06-01,5592,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2022-12-01,8065,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-01-01,8114,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-02-01,4664,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-03-01,8279,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-04-01,8249,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-05-01,8222,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-06-01,8279,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-07-01,8325,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-08-01,8320,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-09-01,8334,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-10-01,8349,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-11-01,8374,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2023-12-01,8374,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2024-01-01,8371,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2024-02-01,8379,False
Instagram,Sensodyne,sensodynearabia,Oral Care,Arabia,competitor,2024-03-01,8511,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2025-10-01,9895,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2025-11-25,9986,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2025-12-25,10100,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2026-01-01,10150,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2026-02-01,10300,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2026-03-01,10525,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2026-04-01,10989,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2026-05-01,11326,False
Instagram,Sensodyne Gulf,sensodynegulf,Oral Care,Arabia,competitor,2026-06-01,12088,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2025-10-01,660,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2025-11-25,675,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2025-12-25,698,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2026-01-01,700,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2026-02-01,717,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2026-03-01,740,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2026-04-01,762,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2026-05-01,788,False
Instagram,Sensodyne KSA,sensodyneksa,Oral Care,Arabia,competitor,2026-06-01,822,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2022-12-01,4652,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-01-01,4667,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-02-01,8253,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-03-01,4680,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-04-01,4701,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-05-01,4717,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-06-01,4733,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-07-01,4736,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-08-01,4741,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-09-01,4759,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-10-01,4781,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-11-01,4804,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2023-12-01,4812,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2024-01-01,4812,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2024-02-01,4819,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2024-03-01,4819,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-04-01,5225,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-05-01,5429,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-06-01,5538,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-08-01,5686,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-09-01,5761,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-10-01,5846,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-11-25,6169,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2025-12-25,6233,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2026-01-01,6308,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2026-02-01,6310,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2026-03-01,6360,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2026-04-01,6358,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2026-05-01,6436,False
Instagram,Signal,signal.arabia,Oral Care,Arabia,competitor,2026-06-01,6778,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2022-12-01,38000,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-01-01,39100,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-02-01,40000,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-03-01,40200,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-04-01,40400,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-05-01,40796,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-06-01,42000,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-07-01,42300,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-08-01,42300,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-09-01,42600,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-10-01,43100,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-11-01,42900,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2023-12-01,42700,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-01-01,43700,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-02-01,42900,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-03-01,43000,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-04-01,43847,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-05-01,44052,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-06-01,44149,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-07-01,44256,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-08-01,44363,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-09-01,45006,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2024-10-01,45210,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-01-01,45937,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-02-01,46121,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-03-01,46400,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-04-01,46567,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-05-01,46692,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-06-01,48260,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-08-01,49234,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-09-01,28091,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-10-01,49735,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-11-25,49946,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2025-12-25,50082,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2026-01-01,50050,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2026-02-01,49923,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2026-03-01,49952,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2026-04-01,50419,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2026-05-01,51025,False
Instagram,Sunsilk,sunsilkarabia,Hair Care,Arabia,competitor,2026-06-01,51636,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2025-09-01,7806,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2025-10-01,7779,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2025-11-25,7752,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2025-12-25,7754,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2026-01-01,7752,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2026-02-01,7700,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2026-03-01,7678,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2026-04-01,7662,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2026-05-01,7550,False
Instagram,TCB Naturals,tcbnaturals.ng,Hair Care,West Africa,competitor,2026-06-01,7539,False
Instagram,TCB Naturals,tcbnaturalsEast Africa,Hair Care,East Africa,competitor,2025-09-01,9453,False
Instagram,TCB Naturals,tcbnaturalsEast Africa,Hair Care,East Africa,competitor,2025-10-01,9432,False
Instagram,TCB Naturals,tcbnaturalsEast Africa,Hair Care,East Africa,competitor,2025-11-25,9411,False
Instagram,TCB Naturals,tcbnaturalsEast Africa,Hair Care,East Africa,competitor,2025-12-25,9402,False
Instagram,TCB Naturals,tcbnaturalsEast Africa,Hair Care,East Africa,competitor,2026-01-01,9401,False
Instagram,TCB Naturals,tcbnaturalsEast Africa,Hair Care,East Africa,competitor,2026-02-01,9384,False
Instagram,TCB Naturals,tcbnaturalsssa,Hair Care,South Africa,competitor,2025-09-01,1866,False
Instagram,TCB Naturals,tcbnaturalsssa,Hair Care,South Africa,competitor,2025-10-01,1855,False
Instagram,TCB Naturals,tcbnaturalsssa,Hair Care,South Africa,competitor,2025-11-25,1849,False
Instagram,TCB Naturals,tcbnaturalsssa,Hair Care,South Africa,competitor,2025-12-25,1847,False
Instagram,TCB Naturals,tcbnaturalsssa,Hair Care,South Africa,competitor,2026-01-01,1841,False
Instagram,TCB Naturals,tcbnaturalsssa,Hair Care,South Africa,competitor,2026-02-01,1841,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2022-12-01,775000,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-01-01,30700,True
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-02-01,31200,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-03-01,31500,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-04-01,31793,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-05-01,32417,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-06-01,32500,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-07-01,32500,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-08-01,32500,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-09-01,32700,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-10-01,32600,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-11-01,32600,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2023-12-01,32600,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-01-01,32600,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-02-01,32600,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-03-01,32600,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-04-01,31724,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-05-01,31720,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-06-01,31684,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-07-01,31660,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-08-01,31608,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-09-01,31458,False
Instagram,Tresemme,tresemmearabia,Hair Care,Arabia,competitor,2024-10-01,31395,False
