platform,brand,username,category,region,owner,snapshot_date,followers,suspect
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2025-11-25,9039,False
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2025-12-25,9009,False
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2026-01-01,9000,False
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2026-02-01,8981,False
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2026-03-01,8957,False
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2026-04-01,8936,False
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2026-05-01,8759,False
Instagram,7 oils in one,7oilsinoneinternational,Hair Care,,competitor,2026-06-01,8740,False
Instagram,Cera Ve,Ceravearabia,Skin Care,Arabia,competitor,2026-03-01,116092,False
Instagram,Cera Ve,Ceravearabia,Skin Care,Arabia,competitor,2026-04-01,115503,False
Instagram,Cera Ve,Ceravearabia,Skin Care,Arabia,competitor,2026-05-01,117000,False
Instagram,Cera Ve,Ceravearabia,Skin Care,Arabia,competitor,2026-06-01,117977,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2022-12-01,27000,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-01-01,26900,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-02-01,27100,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-03-01,27200,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-04-01,27412,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-05-01,27525,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-06-01,27700,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-07-01,27800,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-08-01,27700,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-09-01,27700,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-10-01,27700,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-11-01,28000,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2023-12-01,28000,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-01-01,28000,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-02-01,27700,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-03-01,28000,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-04-01,27481,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-05-01,27400,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-06-01,27354,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-07-01,27323,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-08-01,27292,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-09-01,27308,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2024-10-01,27436,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-01-01,27641,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-02-01,27769,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-03-01,28000,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-04-01,28020,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-05-01,28127,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-06-01,28209,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-08-01,28095,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-09-01,28000,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-10-01,27975,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-11-25,27907,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2025-12-25,27845,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2026-01-01,27745,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2026-02-01,27734,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2026-03-01,27650,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2026-04-01,27603,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2026-05-01,27277,False
Instagram,Clear,cleararabia,Hair Care,Arabia,competitor,2026-06-01,27416,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2022-12-01,6534,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-01-01,6511,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-02-01,6891,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-03-01,22400,True
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-04-01,6968,True
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-05-01,7001,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-06-01,6985,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-07-01,6975,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-08-01,6965,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-09-01,7544,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-10-01,7672,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-11-01,7719,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2023-12-01,7706,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2024-01-01,7706,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2024-02-01,7699,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2024-03-01,7802,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-04-01,7986,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-05-01,8029,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-06-01,8180,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-08-01,8191,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-09-01,8171,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-10-01,8439,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-11-25,8574,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2025-12-25,8655,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2026-01-01,8812,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2026-02-01,8939,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2026-03-01,8922,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2026-04-01,8900,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2026-05-01,8819,False
Instagram,CloseUp,closeuparabia,Oral Care,Arabia,competitor,2026-06-01,8782,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2022-12-01,4423,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-01-01,4440,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-02-01,4622,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-03-01,4724,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-04-01,4841,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-05-01,5010,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-06-01,9993,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-07-01,9874,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-08-01,9866,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-09-01,9821,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-10-01,9870,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-11-01,10000,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2023-12-01,10000,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-01-01,10000,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-02-01,10200,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-03-01,10200,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-04-01,10249,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-05-01,10205,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-06-01,10171,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-07-01,10168,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-08-01,10173,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-09-01,10061,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2024-10-01,10041,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-01-01,10482,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-02-01,10546,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-03-01,10895,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-04-01,11237,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-05-01,11361,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-06-01,11625,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-08-01,11846,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-09-01,11800,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-10-01,11874,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-11-25,12800,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2025-12-25,14363,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2026-01-01,14322,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2026-02-01,14347,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2026-03-01,14489,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2026-04-01,14921,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2026-05-01,14922,False
Instagram,Colgate,colgatearabia,Oral Care,Arabia,competitor,2026-06-01,15007,False
Instagram,Cosmo Cosmtics UAE,cosmocosmeticsuae,Skin Care,Arabia,competitor,2026-02-01,104000,False
Instagram,Cosmo Cosmtics UAE,cosmocosmeticsuae,Skin Care,Arabia,competitor,2026-03-01,105123,False
Instagram,Cosmo Cosmtics UAE,cosmocosmeticsuae,Skin Care,Arabia,competitor,2026-04-01,104945,False
Instagram,Cosmo Cosmtics UAE,cosmocosmeticsuae,Skin Care,Arabia,competitor,2026-05-01,104572,False
Instagram,Cosmo Cosmtics UAE,cosmocosmeticsuae,Skin Care,Arabia,competitor,2026-06-01,104431,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2022-12-01,9476,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-01-01,9543,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-02-01,9749,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-03-01,9772,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-04-01,9951,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-05-01,10064,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-06-01,9997,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-07-01,9948,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-08-01,9911,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-09-01,9872,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-10-01,9849,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-11-01,9774,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2023-12-01,9774,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2024-01-01,9702,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2024-02-01,9669,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2024-03-01,9778,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2025-09-01,9929,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2025-10-01,9921,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2025-11-25,9965,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2025-12-25,9998,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2026-01-01,10045,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2026-02-01,10200,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2026-03-01,10249,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2026-04-01,10315,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2026-05-01,10280,False
Instagram,Crest,crestarabia,Oral Care,Arabia,competitor,2026-06-01,10366,False
Instagram,Dabur Iraq,dabur.iraq,Hair Care/Skin Care,Iraq,dabur,2026-01-01,9,False
Instagram,Dabur Iraq,dabur.iraq,Hair Care/Skin Care,Iraq,dabur,2026-02-01,10,False
Instagram,Dabur Iraq,dabur.iraq,Hair Care/Skin Care,Iraq,dabur,2026-03-01,26,True
Instagram,Dabur Iraq,dabur.iraq,Hair Care/Skin Care,Iraq,dabur,2026-04-01,86,True
Instagram,Dabur Iraq,dabur.iraq,Hair Care/Skin Care,Iraq,dabur,2026-05-01,862,True
Instagram,Dabur Iraq,dabur.iraq,Hair Care/Skin Care,Iraq,dabur,2026-06-01,966,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2025-09-01,320,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2025-10-01,321,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2025-11-25,316,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2025-12-25,312,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2026-01-01,370,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2026-02-01,418,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2026-03-01,433,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2026-04-01,424,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2026-05-01,425,False
Instagram,Dabur,dabur.kazakh,Hair Care/Oral care,Kazak,dabur,2026-06-01,427,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2025-09-01,7903,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2025-10-01,8445,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2025-11-25,8497,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2025-12-25,8598,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2026-01-01,9200,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2026-02-01,10100,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2026-03-01,10188,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2026-04-01,11975,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2026-05-01,11800,False
Instagram,Dabur,dabur.meswak,Oral Care,India,dabur,2026-06-01,17475,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2025-09-01,2483,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2025-10-01,2662,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2025-11-25,2756,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2025-12-25,2820,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2026-01-01,3265,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2026-02-01,4665,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2026-03-01,4823,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2026-04-01,4783,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2026-05-01,4651,False
Instagram,Dabur,dabur.uzbek,Hair Care/Oral care,Uzbek,dabur,2026-06-01,4765,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2025-04-01,2580,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2025-05-01,2654,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2025-06-01,2764,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2025-09-01,2814,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2025-10-01,2829,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2025-11-25,2819,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2025-12-25,2822,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2026-01-01,2815,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2026-02-01,2815,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2026-03-01,2822,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2026-04-01,2816,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2026-05-01,2800,False
Instagram,Dabur East Africa,dabur_eastafrica,Oral Care,East Africa,dabur,2026-06-01,2797,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2025-09-01,2939,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2025-10-01,3075,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2025-11-25,3115,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2025-12-25,3221,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2026-01-01,3442,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2026-02-01,3564,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2026-03-01,4255,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2026-05-01,5435,False
Instagram,Dabur miswak,dabur_miswak,Oral Care,Egypt,dabur,2026-06-01,5491,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2022-12-01,5857,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-01-01,5865,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-02-01,5833,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-03-01,5815,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-04-01,5799,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-05-01,5882,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-06-01,5865,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-07-01,5849,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-08-01,5858,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-09-01,5823,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-10-01,5829,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-11-01,5860,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2023-12-01,5860,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-01-01,5860,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-02-01,5859,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-03-01,5879,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-04-01,5866,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-05-01,5844,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-06-01,5944,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-07-01,6277,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-08-01,6410,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-09-01,9565,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2024-10-01,9340,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-01-01,10435,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-02-01,10669,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-03-01,11100,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-04-01,11647,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-05-01,11854,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-06-01,12073,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-08-01,12945,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-09-01,13300,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-10-01,13328,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-11-25,13425,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2025-12-25,13431,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2026-01-01,13441,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2026-02-01,13451,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2026-03-01,13455,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2026-04-01,13450,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2026-05-01,13363,False
Instagram,Dabur Amla,daburamlaarabia,Hair Care,Arabia,dabur,2026-06-01,13390,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-04-01,21894,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-05-01,24302,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-06-01,27958,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-08-01,28896,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-09-01,29300,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-10-01,29700,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-11-25,29833,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2025-12-25,29835,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2026-01-01,30200,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2026-02-01,30340,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2026-03-01,32311,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2026-04-01,33661,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2026-05-01,33357,False
Instagram,Dabur Amla India,daburamlaindia,Hair Care,India,dabur,2026-06-01,33147,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2022-12-01,63,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-01-01,69,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-02-01,70,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-03-01,72,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-04-01,74,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-05-01,73,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-06-01,73,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-07-01,73,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-08-01,73,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-09-01,73,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-10-01,72,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-11-01,73,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2023-12-01,73,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2024-01-01,70,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2024-02-01,70,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2024-03-01,72,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2025-09-01,3121,True
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2025-10-01,3121,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2025-11-25,3121,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2025-12-25,3122,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2026-01-01,3210,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2026-02-01,3314,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2026-03-01,3130,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2026-04-01,3093,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2026-05-01,3079,False
Instagram,Dabur,daburhealthcarearabia,Health Care,Arabia,dabur,2026-06-01,3077,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2022-12-01,1166,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-01-01,1195,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-02-01,1246,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-03-01,1273,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-04-01,1278,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-05-01,1296,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-06-01,1294,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-07-01,1310,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-08-01,1338,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-09-01,1399,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-10-01,1444,False
Instagram,Dabur Herbal,daburherbal,Oral Care,Arabia,dabur,2023-11-01,1471,False
